labels,sector,sector_type,essential,usd_per_ton,output,final_demand,share_exporting_firms,cutoff,supply_data,country,country_ISO
ARM_Other Manufacturing,ARM_Other Manufacturing,Manufacturing,True,,153859.21795389606,80227.65363827762,0.34620167882030833,0,USD,Armenia,ARM
ARM_Recycling,ARM_Recycling,Utility,True,,108450.3523822639,60701.012876219334,0.4294722459902476,0,USD,Armenia,ARM
"ARM_Electricity, Gas and Water","ARM_Electricity, Gas and Water",Utility,True,,732999.4396958895,337262.668977664,0.05957381650433772,0,USD,Armenia,ARM
ARM_Construction,ARM_Construction,construction,True,,2033841.1377723624,1225268.5554342987,0.0703073073271967,0,USD,Armenia,ARM
ARM_Maintenance and Repair,ARM_Maintenance and Repair,construction,True,,75496.5473665684,28893.019418994863,0.5800405041299325,0,USD,Armenia,ARM
ARM_Wholesale Trade,ARM_Wholesale Trade,Trade,True,,806574.503116596,470310.77918702626,0.12562590703406118,0,USD,Armenia,ARM
ARM_Retail Trade,ARM_Retail Trade,Trade,True,,775416.9746889909,655908.7138104927,0.12729008640942716,0,USD,Armenia,ARM
ARM_Hotels and Restraurants,ARM_Hotels and Restraurants,Service,True,,327384.7396148769,274948.97322664945,0.14051564496116478,0,USD,Armenia,ARM
ARM_Transport,ARM_Transport,construction,True,,725654.1652457566,328624.4875715198,0.32178501827541306,0,USD,Armenia,ARM
ARM_Post and Telecommunications,ARM_Post and Telecommunications,Service,True,,553716.2099155172,311183.2974300135,0.1776703129307231,0,USD,Armenia,ARM
ARM_Finacial Intermediation and Business Activities,ARM_Finacial Intermediation and Business Activities,Service,True,,2609044.4923272496,1883068.910365131,0.036847058228341535,0,USD,Armenia,ARM
ARM_Public Administration,ARM_Public Administration,Service,True,,906091.5797880902,840918.536180505,0.07071489263775121,0,USD,Armenia,ARM
"ARM_Education, Health and Other Services","ARM_Education, Health and Other Services",Service,True,,1434125.6476925595,1323965.2810325506,0.06482653865481887,0,USD,Armenia,ARM
ARM_Private Households,ARM_Private Households,Service,True,,51606.41935332216,19312.62266481028,0.6250427843379408,0,USD,Armenia,ARM
ARM_Others,ARM_Others,Service,True,,22289.841544582872,10829.93604785193,0.4438379924300207,0,USD,Armenia,ARM
ARM_Re-export & Re-import,ARM_Re-export & Re-import,Import,True,,27994.36745338761,3687.817831022008,0.8680223118892112,0,USD,Armenia,ARM
ABW_Agriculture,ABW_Agriculture,Agriculture,True,,11821.816997580892,1394.6369015527482,0.7865572435464797,0,USD,Aruba,ABW
ABW_Fishing,ABW_Fishing,Agriculture,True,,7023.336066551021,433.5829259914192,0.9284686617255762,0,USD,Aruba,ABW
ABW_Mining and Quarrying,ABW_Mining and Quarrying,Mining,True,,105641.2491946056,2136.0015605031413,0.1421727620849587,0,USD,Aruba,ABW
ABW_Food & Beverages,ABW_Food & Beverages,Agriculture,True,,92304.15940505842,24626.047120174746,0.4269947953799766,0,USD,Aruba,ABW
ABW_Textiles and Wearing Apparel,ABW_Textiles and Wearing Apparel,Manufacturing,True,,25284.31472682768,4038.4662460676864,0.573153186049512,0,USD,Aruba,ABW
ABW_Wood and Paper,ABW_Wood and Paper,Manufacturing,True,,97004.00195415063,3806.1971028400794,0.21824101139989002,0,USD,Aruba,ABW
"ABW_Petroleum, Chemical and Non-Metallic Mineral Products","ABW_Petroleum, Chemical and Non-Metallic Mineral Products",Utility,True,,734438.8308760176,65027.10604090329,0.8187929108920308,0,USD,Aruba,ABW
ABW_Metal Products,ABW_Metal Products,Manufacturing,True,,39661.456870126895,3212.735901328913,0.5931877406782352,0,USD,Aruba,ABW
ABW_Electrical and Machinery,ABW_Electrical and Machinery,Utility,True,,88769.46569578734,29646.672103696066,0.48696469814555354,0,USD,Aruba,ABW
ABW_Transport Equipment,ABW_Transport Equipment,Utility,True,,54298.53093910523,14069.890682192501,0.6715346121758916,0,USD,Aruba,ABW
ABW_Other Manufacturing,ABW_Other Manufacturing,Manufacturing,True,,46446.839948383444,6996.194069682196,0.4345640022471283,0,USD,Aruba,ABW
ABW_Recycling,ABW_Recycling,Utility,True,,25758.93379423853,3952.53613670656,0.6988299456927862,0,USD,Aruba,ABW
"ABW_Electricity, Gas and Water","ABW_Electricity, Gas and Water",Utility,True,,248551.2239967825,18577.323992251546,0.05649257735988134,0,USD,Aruba,ABW
ABW_Construction,ABW_Construction,construction,True,,374779.36658593453,220324.1706460337,0.20102331999012715,0,USD,Aruba,ABW
ABW_Maintenance and Repair,ABW_Maintenance and Repair,construction,True,,41810.13227046256,6247.013284624536,0.7537003865472212,0,USD,Aruba,ABW
ABW_Wholesale Trade,ABW_Wholesale Trade,Trade,True,,330554.1141802428,94128.19475117246,0.2707461365501893,0,USD,Aruba,ABW
ABW_Retail Trade,ABW_Retail Trade,Trade,True,,271081.7976062997,149942.32116116534,0.24839022157779028,0,USD,Aruba,ABW
ABW_Hotels and Restraurants,ABW_Hotels and Restraurants,Service,True,,693746.9634417875,246989.84952896624,0.22497956087402532,0,USD,Aruba,ABW
ABW_Transport,ABW_Transport,construction,True,,338285.97517532366,66566.10668860548,0.6072094929039229,0,USD,Aruba,ABW
ABW_Post and Telecommunications,ABW_Post and Telecommunications,Service,True,,198123.08324963268,29400.859054848246,0.41247212602591043,0,USD,Aruba,ABW
ABW_Finacial Intermediation and Business Activities,ABW_Finacial Intermediation and Business Activities,Service,True,,1066172.1549348156,395629.59092477313,0.03220868374220526,0,USD,Aruba,ABW
ABW_Public Administration,ABW_Public Administration,Service,True,,436820.0570831404,375106.1368419529,0.13689129901561795,0,USD,Aruba,ABW
"ABW_Education, Health and Other Services","ABW_Education, Health and Other Services",Service,True,,595040.3768253269,448096.21983162774,0.16699978196247664,0,USD,Aruba,ABW
ABW_Private Households,ABW_Private Households,Service,True,,32026.579371156004,4993.687537652386,0.83894677287023,0,USD,Aruba,ABW
ABW_Others,ABW_Others,Service,True,,13828.018437412915,1606.9521769062176,0.772257535079233,0,USD,Aruba,ABW
ABW_Re-export & Re-import,ABW_Re-export & Re-import,Import,True,,22822.33620323739,2983.085185638627,0.8685988519346575,0,USD,Aruba,ABW
AUS_Agriculture,AUS_Agriculture,Agriculture,True,,61172180.045916095,15075847.359096006,0.19263361035973367,0,USD,Australia,AUS
AUS_Fishing,AUS_Fishing,Agriculture,True,,4156478.6679878132,1695091.7476318195,0.1650100585258192,0,USD,Australia,AUS
AUS_Mining and Quarrying,AUS_Mining and Quarrying,Mining,True,,107322756.23248489,5636360.188229697,0.4681231748784327,0,USD,Australia,AUS
AUS_Food & Beverages,AUS_Food & Beverages,Agriculture,True,,104330591.9920116,63109856.565918066,0.11296402322241389,0,USD,Australia,AUS
AUS_Textiles and Wearing Apparel,AUS_Textiles and Wearing Apparel,Manufacturing,True,,24801292.92965985,15528731.812630784,0.10343142046604072,0,USD,Australia,AUS
AUS_Wood and Paper,AUS_Wood and Paper,Manufacturing,True,,49795495.434586145,2666355.885466145,0.1256297917095312,0,USD,Australia,AUS
"AUS_Petroleum, Chemical and Non-Metallic Mineral Products","AUS_Petroleum, Chemical and Non-Metallic Mineral Products",Utility,True,,117647228.39099412,22633028.514168862,0.17979879482859118,0,USD,Australia,AUS
AUS_Metal Products,AUS_Metal Products,Manufacturing,True,,98916808.29844694,2866874.2934470056,0.27751307264056657,0,USD,Australia,AUS
AUS_Electrical and Machinery,AUS_Electrical and Machinery,Utility,True,,84128389.86229955,32669657.637806565,0.25130170945619135,0,USD,Australia,AUS
AUS_Transport Equipment,AUS_Transport Equipment,Utility,True,,58971802.16782697,31925413.24392838,0.08682324969885383,0,USD,Australia,AUS
AUS_Other Manufacturing,AUS_Other Manufacturing,Manufacturing,True,,15322507.095955791,10568566.705360312,0.08318728450854526,0,USD,Australia,AUS
AUS_Recycling,AUS_Recycling,Utility,True,,1329921.576034298,970800.7046753702,0.1985064358257464,0,USD,Australia,AUS
"AUS_Electricity, Gas and Water","AUS_Electricity, Gas and Water",Utility,True,,41211400.31655173,13087821.19171881,0.004965192347294342,0,USD,Australia,AUS
AUS_Construction,AUS_Construction,construction,True,,214078844.67595765,210752838.00734442,0.014369382619634847,0,USD,Australia,AUS
AUS_Maintenance and Repair,AUS_Maintenance and Repair,construction,True,,2837354.6011582436,172434.0174290874,0.03748235203514632,0,USD,Australia,AUS
AUS_Wholesale Trade,AUS_Wholesale Trade,Trade,True,,81102870.46932207,1047712.5368830143,0.03131413200029733,0,USD,Australia,AUS
AUS_Retail Trade,AUS_Retail Trade,Trade,True,,53038573.15128068,5689650.565185683,0.04347600952325967,0,USD,Australia,AUS
AUS_Hotels and Restraurants,AUS_Hotels and Restraurants,Service,True,,87453232.26933718,60927169.22919483,0.03577635747237119,0,USD,Australia,AUS
AUS_Transport,AUS_Transport,construction,True,,159728589.5202191,74460224.00891559,0.0311500432599353,0,USD,Australia,AUS
AUS_Post and Telecommunications,AUS_Post and Telecommunications,Service,True,,71923333.00477692,17836875.218599044,0.03548463864388048,0,USD,Australia,AUS
AUS_Finacial Intermediation and Business Activities,AUS_Finacial Intermediation and Business Activities,Service,True,,771784521.9758747,284009486.5176144,0.028386929248426836,0,USD,Australia,AUS
AUS_Public Administration,AUS_Public Administration,Service,True,,117859552.72231103,105134544.48446634,0.0019771934711456845,0,USD,Australia,AUS
"AUS_Education, Health and Other Services","AUS_Education, Health and Other Services",Service,True,,325058055.6847828,279790630.8250795,0.00957212701512218,0,USD,Australia,AUS
AUS_Private Households,AUS_Private Households,Service,True,,2314673.379610682,2273185.2798233065,0.015718107886381175,0,USD,Australia,AUS
AUS_Others,AUS_Others,Service,True,,3763192.393013322,1030.7116085032128,0.007244234133614289,0,USD,Australia,AUS
AUS_Re-export & Re-import,AUS_Re-export & Re-import,Import,True,,431389.3711454998,298285.55454910913,0.3073493815541213,0,USD,Australia,AUS
AUT_Agriculture,AUT_Agriculture,Agriculture,True,,14569059.790218033,2326332.2625166113,0.08038609446305695,0,USD,Austria,AUT
AUT_Fishing,AUT_Fishing,Agriculture,True,,43509.367662681725,13175.894222690447,0.3531585529148145,0,USD,Austria,AUT
AUT_Mining and Quarrying,AUT_Mining and Quarrying,Mining,True,,4448056.1502326885,10770.475100821859,0.2256549681571227,0,USD,Austria,AUT
AUT_Food & Beverages,AUT_Food & Beverages,Agriculture,True,,28777494.07285508,15367744.80882175,0.1233025870682179,0,USD,Austria,AUT
AUT_Textiles and Wearing Apparel,AUT_Textiles and Wearing Apparel,Manufacturing,True,,11486562.049591757,5340363.408681919,0.35327202193663104,0,USD,Austria,AUT
AUT_Wood and Paper,AUT_Wood and Paper,Manufacturing,True,,38080709.71653656,2178001.2362427185,0.30675944239377423,0,USD,Austria,AUT
"AUT_Petroleum, Chemical and Non-Metallic Mineral Products","AUT_Petroleum, Chemical and Non-Metallic Mineral Products",Utility,True,,44612753.94221783,6954626.332695926,0.49565160242498896,0,USD,Austria,AUT
AUT_Metal Products,AUT_Metal Products,Manufacturing,True,,39843110.982384406,2628170.1980409166,0.6115238303712246,0,USD,Austria,AUT
AUT_Electrical and Machinery,AUT_Electrical and Machinery,Utility,True,,65109459.19693839,26979874.716755725,0.47555005613897855,0,USD,Austria,AUT
AUT_Transport Equipment,AUT_Transport Equipment,Utility,True,,24176046.10022244,12871711.00838832,0.42870773172172044,0,USD,Austria,AUT
AUT_Other Manufacturing,AUT_Other Manufacturing,Manufacturing,True,,9977730.0681114,7133594.104922343,0.14890049692938456,0,USD,Austria,AUT
AUT_Recycling,AUT_Recycling,Utility,True,,782891.8966588561,88011.70161327987,0.09437601080928003,0,USD,Austria,AUT
"AUT_Electricity, Gas and Water","AUT_Electricity, Gas and Water",Utility,True,,23523944.41681341,4900485.99446063,0.023041553934950013,0,USD,Austria,AUT
AUT_Construction,AUT_Construction,construction,True,,55931110.169631004,26903418.097829685,0.012946614150609347,0,USD,Austria,AUT
AUT_Maintenance and Repair,AUT_Maintenance and Repair,construction,True,,12978026.012116475,7447194.710007281,0.010070035710915056,0,USD,Austria,AUT
AUT_Wholesale Trade,AUT_Wholesale Trade,Trade,True,,43943867.41889483,11016582.151678478,0.03120325925425317,0,USD,Austria,AUT
AUT_Retail Trade,AUT_Retail Trade,Trade,True,,30176656.81711656,21177703.17802223,0.021553393334991438,0,USD,Austria,AUT
AUT_Hotels and Restraurants,AUT_Hotels and Restraurants,Service,True,,31873454.665575575,25958770.89117437,0.03559038600407432,0,USD,Austria,AUT
AUT_Transport,AUT_Transport,construction,True,,52763303.33184372,27885910.402694717,0.08620436466008798,0,USD,Austria,AUT
AUT_Post and Telecommunications,AUT_Post and Telecommunications,Service,True,,19608057.642511886,3695437.3712936454,0.07021349435363144,0,USD,Austria,AUT
AUT_Finacial Intermediation and Business Activities,AUT_Finacial Intermediation and Business Activities,Service,True,,174199295.0765416,45785765.14045397,0.0383403468042348,0,USD,Austria,AUT
AUT_Public Administration,AUT_Public Administration,Service,True,,32502102.900807437,31185412.49702209,0.011838920385849645,0,USD,Austria,AUT
"AUT_Education, Health and Other Services","AUT_Education, Health and Other Services",Service,True,,84797914.01047976,68227118.48962712,0.013997976878605389,0,USD,Austria,AUT
AUT_Private Households,AUT_Private Households,Service,True,,731130.6892039645,689541.0353922115,0.056614088386605414,0,USD,Austria,AUT
AUT_Others,AUT_Others,Service,True,,2884500.1870662333,2006413.1740579074,0.0040719662335231156,0,USD,Austria,AUT
AUT_Re-export & Re-import,AUT_Re-export & Re-import,Import,True,,14418141.954003025,3373678.7870123503,0.7660045173901786,0,USD,Austria,AUT
AZE_Agriculture,AZE_Agriculture,Agriculture,True,,4654084.674357012,829089.181428889,0.18027296461769474,0,USD,Azerbaijan,AZE
AZE_Fishing,AZE_Fishing,Agriculture,True,,86535.10580615666,15571.441820181868,0.06151566137677376,0,USD,Azerbaijan,AZE
AZE_Mining and Quarrying,AZE_Mining and Quarrying,Mining,True,,8653766.478650726,167098.2531577743,0.9168587901761962,0,USD,Azerbaijan,AZE
AZE_Food & Beverages,AZE_Food & Beverages,Agriculture,True,,2337336.863682458,1384281.6734730918,0.10668472781304827,0,USD,Azerbaijan,AZE
AZE_Textiles and Wearing Apparel,AZE_Textiles and Wearing Apparel,Manufacturing,True,,477347.6537468117,256907.79872046507,0.18017302787867873,0,USD,Azerbaijan,AZE
AZE_Wood and Paper,AZE_Wood and Paper,Manufacturing,True,,1282472.5461653166,70208.13112680268,0.023843398464898503,0,USD,Azerbaijan,AZE
"AZE_Petroleum, Chemical and Non-Metallic Mineral Products","AZE_Petroleum, Chemical and Non-Metallic Mineral Products",Utility,True,,4130984.002842017,906174.5664605116,0.20290682195206852,0,USD,Azerbaijan,AZE
AZE_Metal Products,AZE_Metal Products,Manufacturing,True,,1483698.2997890343,17900.800885234406,0.22042021997349304,0,USD,Azerbaijan,AZE
AZE_Electrical and Machinery,AZE_Electrical and Machinery,Utility,True,,3527595.862389612,1355125.8557078715,0.09049682033743213,0,USD,Azerbaijan,AZE
AZE_Transport Equipment,AZE_Transport Equipment,Utility,True,,1467934.6672733275,822754.9060606225,0.04884134846810335,0,USD,Azerbaijan,AZE
AZE_Other Manufacturing,AZE_Other Manufacturing,Manufacturing,True,,563461.6824870864,172082.28521677182,0.0546084398046382,0,USD,Azerbaijan,AZE
AZE_Recycling,AZE_Recycling,Utility,True,,86704.30240247597,25644.664503217766,0.3845795529554489,0,USD,Azerbaijan,AZE
"AZE_Electricity, Gas and Water","AZE_Electricity, Gas and Water",Utility,True,,6861951.480028719,4618044.270984835,0.043173035262069046,0,USD,Azerbaijan,AZE
AZE_Construction,AZE_Construction,construction,True,,8565483.736681748,6498568.322131986,0.04180085367699977,0,USD,Azerbaijan,AZE
AZE_Maintenance and Repair,AZE_Maintenance and Repair,construction,True,,166340.4946727096,75473.910950592,0.31296683843912204,0,USD,Azerbaijan,AZE
AZE_Wholesale Trade,AZE_Wholesale Trade,Trade,True,,3974898.688150235,1542967.2416772228,0.1001554938418488,0,USD,Azerbaijan,AZE
AZE_Retail Trade,AZE_Retail Trade,Trade,True,,3463281.87021922,2500993.4642266957,0.11375926588025233,0,USD,Azerbaijan,AZE
AZE_Hotels and Restraurants,AZE_Hotels and Restraurants,Service,True,,2456987.5259105247,1777433.7468019347,0.1064926592623327,0,USD,Azerbaijan,AZE
AZE_Transport,AZE_Transport,construction,True,,3616070.6966759777,860838.2482108251,0.21057153452920574,0,USD,Azerbaijan,AZE
AZE_Post and Telecommunications,AZE_Post and Telecommunications,Service,True,,3031211.8226288594,1010721.1782275633,0.08186522075058422,0,USD,Azerbaijan,AZE
AZE_Finacial Intermediation and Business Activities,AZE_Finacial Intermediation and Business Activities,Service,True,,11930493.141977984,1950106.8728345027,0.0001715565030764063,0,USD,Azerbaijan,AZE
AZE_Public Administration,AZE_Public Administration,Service,True,,3783862.7794283126,3697215.6581640304,0.010072219162249959,0,USD,Azerbaijan,AZE
"AZE_Education, Health and Other Services","AZE_Education, Health and Other Services",Service,True,,4738211.879119029,3888631.686162687,0.028267242110169885,0,USD,Azerbaijan,AZE
AZE_Private Households,AZE_Private Households,Service,True,,83638.49106165447,50995.94983478768,0.36273192752249395,0,USD,Azerbaijan,AZE
AZE_Others,AZE_Others,Service,True,,215961.89393647853,42643.76022426611,0.013010190182158727,0,USD,Azerbaijan,AZE
AZE_Re-export & Re-import,AZE_Re-export & Re-import,Import,True,,44766.56263430762,4551.878255252936,0.8981420276222317,0,USD,Azerbaijan,AZE
BHS_Agriculture,BHS_Agriculture,Agriculture,True,,225292.88534350667,29910.60676403762,0.16469361066992932,0,USD,Bahamas,BHS
BHS_Fishing,BHS_Fishing,Agriculture,True,,64252.86503092791,3825.6393609842075,0.6160874537950861,0,USD,Bahamas,BHS
BHS_Mining and Quarrying,BHS_Mining and Quarrying,Mining,True,,223870.57538152294,9172.95340308627,0.5643646542790081,0,USD,Bahamas,BHS
BHS_Food & Beverages,BHS_Food & Beverages,Agriculture,True,,1108271.2220402416,526826.3864667357,0.5101007054976826,0,USD,Bahamas,BHS
